,title,artist,lastfm_id,genius_id,Group
3082,My Favorite Mistake,Sheryl Crow,TRCKXDA128F422B936,685710.0,28
3083,Never Never Love,Simply Red,TRKUKJE128F92EDCE1,1711016.0,5
3084,The Day It Rained Forever,Slut,TRCHLEJ128F4229567,1227810.0,4
3085,It Was Easier,Slut,TRVTRDD128F422953C,1621057.0,5
3086,Global Cut,Slut,TRPCKNJ128F422953F,1595284.0,27
3087,Easy To Love,Slut,TRLLGMF128F427276F,988994.0,6
3088,The Bringer,Soilwork,TRWINPV128F427FD0C,1205890.0,95
3089,Last Of The Great Whales,Solas,TRGNHVQ12903CECBBF,1618112.0,6
3090,On A Sea Of Fleur De Lis,Solas,TRUOQIE12903CED629,1759412.0,31
3091,Overfloater,Soundgarden,TRWIFJF128E0793B95,449424.0,89
3092,Boot Camp,Soundgarden,TRCWGPS128E0793B97,449430.0,11
3093,The Waves Crash In,Spiritualized,TRSBRFY128F424A094,591003.0,3
3094,Borrowed Your Gun,Spiritualized,TRGTIDI128F424A097,591011.0,28
3095,Goodnight Goodnight,Spiritualized,TRPQFPG128F424A09A,591033.0,11
3096,Feel So Sad,Spiritualized,TRXNWEC128F425A528,903905.0,11
3097,I Miss You Now,Stereophonics,TRLRKGZ128F932BC94,1435777.0,31
3098,Since I Told You It's Over,Stereophonics,TRIXWUC128F932BC97,1099499.0,11
3099,I'm Alright (You Gotta Go There To Come Back),Stereophonics,TRFQIMR128F932BC91,1619941.0,26
3100,I Can Wait,Steve Earle,TRJUOOR12903CD7505,697714.0,2
3101,The Boy Who Never Cried,Steve Earle,TRYPFEU12903CD7506,697716.0,43
3102,Pieces,Sum 41,TRVLYAC128E0783727,120549.0,8
3103,Pancho Villa,Sun Kil Moon,TRMSVFD128F9321BD1,1024874.0,18
3104,Puttin' On The Ritz,Taco,TRMTDVT128F149B044,213205.0,12
3105,Sparky's Dream,Teenage Fanclub,TRJWSRK128F4259E2D,1053357.0,77
3106,Mellow Doubt,Teenage Fanclub,TRMOEQX12903CB10B1,1145934.0,15
3107,Discolite,Teenage Fanclub,TRWLZIQ128F4259A58,744012.0,86
3108,You've Got To Hide Your Love Away,The Beatles,TRBGXMN128F4284DC6,112200.0,9
3109,Think For Yourself,The Beatles,TRGAYXE128C7196D8C,71854.0,29
3110,Never Stop,The Brand New Heavies,TRNRRQJ128F930C4E1,1588158.0,12
3111,Shake Break Bounce,The Chemical Brothers,TRHUZOW128E0784B3F,867021.0,95
3112,I Will Always,The Cranberries,TRDNDNY128F14A2F40,1362410.0,20
3113,Liar,The Cranberries,TRUZMVV128F9332B18,1020299.0,7
3114,Ode To My Family,The Cranberries,TRUSXPO128F145FB3D,522152.0,89
3115,I Can't Be With You,The Cranberries,TREZDZQ128EF3518F0,1383179.0,3
3116,Freeze Sucker,The Datsuns,TRCVROV128F9323DFD,1761335.0,68
3117,Never Be Lonely,The Feeling,TRLWEYR128F147FBDD,1270986.0,6
3118,I'd Run Away,The Jayhawks,TRIRPIA128F9343EC4,1227361.0,20
3119,Just Like Honey,The Jesus And Mary Chain,TRLRHQX128E07964F6,99969.0,27
3120,The Delaney,The Libertines,TREUBQN128F4281C57,1462917.0,86
3121,Can't Stand Me Now,The Libertines,TRJLJHU128F4281C36,134909.0,6
3122,Music When The Lights Go Out,The Libertines,TRJPIVE128F4281C3E,193347.0,90
3123,Take It Like A Man,The Offspring,TRSNYRV128F428122E,388856.0,56
3124,Girl And The Sea,The Presets,TRFPXCY128F147A332,1347098.0,3
3125,Jupiter's Lament,The Smashing Pumpkins,TRVAHXQ128E0788930,1447303.0,4
3126,Medellia Of The Gray Skies,The Smashing Pumpkins,TRFLOEO128E078892F,1675492.0,26
3127,Come See About Me,The Supremes,TRSOITY128F1496251,1061855.0,9
3128,Refugees,The Tears,TRDZPVF128F4284E87,1544597.0,11
3129,I'm Lonely (But I Ain't That Lonely Yet),The White Stripes,TRNYUCT128F428802B,332288.0,18
3130,300 M.P.H. Torrential Outpour Blues,The White Stripes,TRJRLBW128F428E45C,447938.0,29
3131,If You Were Here,Thompson Twins,TRTBRLF128F4290CD6,1640032.0,64
3132,It Wouldn't Have Made Any Difference,Todd Rundgren,TRMCDED128E0782277,678345.0,43
3133,Can We Still Be Friends,Todd Rundgren,TRCMWWF128E0782275,1631116.0,56
3134,For The Sake Of The Song,Townes Van Zandt,TRFNWTJ12903CB2A1C,637735.0,15
3135,Pancho And Lefty,Townes Van Zandt,TRVHCIE128F92CAE87,450425.0,63
3136,Breakaway,Tracey Ullman,TRFAIQW128F428B746,2019604.0,2
3137,In The Navy,Village People,TRKGNVU128F93061BD,876238.0,24
3138,Teenage Dirtbag,Wheatus,TRSHTER12903CE5606,390703.0,24
3139,Love Is A Mutt From Hell,Wheatus,TRMXKRA128F4264911,1553566.0,18
3140,Little Honda,Yo La Tengo,TRVYCRM128F429E9A2,1105031.0,27
3141,My Little Corner Of The World,Yo La Tengo,TRQJZDI128F429E9A9,1554209.0,63
3142,Oh Life (There Must Be More),Alan Parsons,TRFCDXR128F931D07F,775136.0,102
3143,This Sad Song,Alison Krauss & Union Station,TRPIZMB128F92FE777,784427.0,68
3144,Dreaming My Dreams With You,Alison Krauss,TRSMMLH128F9345152,801694.0,20
3145,Jacob's Dream,Alison Krauss,TRLPQXD128F93004C5,802053.0,28
3146,You Know I'm No Good,Amy Winehouse,TRRMLFR128F14940D9,88356.0,68
3147,Valkyrie Missile,Angels & Airwaves,TRQNSSP128F147182B,216316.0,31
3148,The Adventure,Angels & Airwaves,TRFXMAK128F146EF5B,216361.0,11
3149,Do The Whirlwind,Architecture In Helsinki,TRQZREN128F9313253,826586.0,26
3150,Mardy Bum,Arctic Monkeys,TRSCMBY128F9311188,84679.0,102
3151,Pillar To Post,Aztec Camera,TRKLHFA128F14685AA,832022.0,4
3152,Jump,Aztec Camera,TREGCMH128F42873D8,832253.0,68
3153,"You're The First, The Last, My Everything",Barry White,TRZKKIK128F9324D5A,437466.0,68
3154,The Bunker,Beirut,TRTLYTG128F1486DF0,835530.0,24
3155,Elephant Gun,Beirut,TRTPWWP128F1486DF3,144183.0,27
3156,Carousels,Beirut,TROAGJN128F1486DF6,382952.0,18
3157,Nantes,Beirut,TRWKUYR128F42396CB,168032.0,16
3158,Harriet's Got A Song,Ben Kweller,TRDCRTR128F9332360,941865.0,95
3159,Falling,Ben Kweller,TRTPOVV128F9332362,1213379.0,20
3160,Wasted & Ready,Ben Kweller,TROZYFO128F9332357,1196619.0,90
3161,No Reason,Ben Kweller,TRZRQBH128F933235E,1113117.0,5
3162,Sweet Sixteen,Billy Idol,TRUZJVZ128F14647D8,1007178.0,54
3163,Windmills,Blackmore's Night,TRDWBGK128F933EBCF,1067732.0,89
3164,I Love You More Than You'll Ever Know,"Blood, Sweat & Tears",TRANWFE128F92DE3F4,808859.0,102
3165,And When I Die,"Blood, Sweat & Tears",TRPARRG128F92EFEB0,304846.0,15
3166,No Woman No Cry,Boney M.,TRLTKYS128F428DA4B,1582743.0,31
3167,Ma Baker,Boney M.,TRNSSHM128F428EEC1,1709279.0,29
3168,Have You Ever Seen The Rain,Boney M.,TRUOBNT128F428EFEE,1729395.0,18
3169,Painter Man,Boney M.,TRJQHTU128F42BC8D6,1455353.0,29
3170,Real Wild Child,Brian Setzer,TRQBYMM128F4272BC3,1762338.0,16
3171,Good Vibrations,Brian Wilson,TRQGRXB128E078AA08,1362965.0,64
3172,Dazz,Brick,TRUQUBL128F426E2D3,1476172.0,6
3173,"A Line Allows Progress, A Circle Does Not",Bright Eyes,TRIEZAT128F14979A2,417295.0,15
3174,Raining In My Heart,Buddy Holly,TRTEIGV128F935011E,1472509.0,56
3175,Heartbeat,Buddy Holly,TRNEQST12903CCFEC4,549584.0,43
3176,Brown Eyed Handsome Man,Buddy Holly,TRFVHIU128F14768C5,457188.0,6
3177,Eighties Fan,Camera Obscura,TRXRIAE12903CF374B,1455635.0,8
3178,Houseboat,Camera Obscura,TROFABY12903CF5F07,1178784.0,15
3179,Pen And Notebook,Camera Obscura,TRMEXPX12903CF5F0A,1159092.0,89
3180,Swimming Pool,Camera Obscura,TRQNHRB12903CF5F0C,925859.0,7
3181,I Don't Do Crowds,Camera Obscura,TRYQSXX12903CF5F10,1420837.0,11
3182,The Sun On His Back,Camera Obscura,TRMUGWS12903CF5F12,1088318.0,6
3183,Road Rage,Catatonia,TRWEUCX128E07915C4,1472056.0,7
3184,After Dark,Cinderella Effect,TRSQRXS128F932A9E0,1563591.0,3
3185,Black Hole Sun,Cinderella Effect,TRLLOFH128F932A9E8,1439220.0,4
3186,Clone Your Lover,Cinderella Effect,TRUAZZD128F932A9EB,1061190.0,4
3187,Israel,Cinderella Effect,TRYPKXM128F932A9EE,1382476.0,90
3188,Superman's Song,Crash Test Dummies,TRHMWWI128F92F5745,2213916.0,73
3189,At My Funeral,Crash Test Dummies,TREFLEK128F428CEF7,1113499.0,6
3190,All By Myself,Céline Dion,TRFTURI128F92E6643,315067.0,7
3191,Fly,Céline Dion,TRDWVQX128F9335CED,315161.0,8
3192,I Drove All Night,Céline Dion,TRSINLJ128F92EB25A,315211.0,11
3193,(You Make Me Feel Like) A Natural Woman,Céline Dion,TRGRLJT128F92E663F,315167.0,9
3194,Afraid,David Bowie,TRDUEGK128F426675E,236734.0,56
3195,I Am A Clown,David Cassidy,TRXBFQC128F428CBEF,910215.0,64
3196,Suds & Soda,DEUS,TRXDLOF128E078FD78,1274454.0,16
3197,Lover,Devendra Banhart,TRLUAWR128F4230F26,829832.0,9
3198,Okay Dolore,Dragonette,TRLTPSG128F93250E0,1275620.0,15
3199,Little Britain,Dreadzone,TRYDDZR128F1455C20,1260942.0,7
3200,What You Leave Behind,Edenbridge,TRCAYLE12903CA482A,1336723.0,73
3201,Love Grows (Where My Rosemary Goes),Edison Lighthouse,TRAPZPQ128F9311F19,959213.0,4
3202,Don't Cry Daddy,Elvis Presley,TROTHVU128F428A3B5,198219.0,18
3203,When,Elysian Fields,TRFLURI12903CAE9EE,1248510.0,27
3204,We're In Love,Elysian Fields,TRGGRQC12903CAE9F5,962700.0,8
3205,Lucky Man,"Emerson, Lake & Palmer",TRZYZFZ12903CAC6C8,529930.0,3
3206,Tender Blue,Everything But The Girl,TROPVWL128F146DCAF,1264052.0,43
3207,Beautiful Nature,Finley Quaye,TRKIFOZ128F427FD29,1553964.0,28
3208,Living Without You,Finley Quaye,TRUZBCX128F427EAF4,1068266.0,89
3209,This Is How I Feel,Finley Quaye,TRTIHWN128F427EAEA,1503645.0,68
3210,Hang On To Your Ego,Frank Black,TRNRYAK128F423EAC4,1259931.0,7
3211,The World Is My Oyster,Frankie Goes To Hollywood,TRWFXDP128F428E436,1666254.0,6
3212,Cup Of Coffee,Garbage,TRBEMRG128E0786BB8,511342.0,5
3213,Drive You Home,Garbage,TRENOXQ128E0786BBC,519622.0,29
3214,Nobody Loves You,Garbage,TRORILM128E0786BBE,519626.0,3
3215,So Like A Rose,Garbage,TRSRJUS128E0786BC0,512298.0,95
3216,Revelator,Gillian Welch,TRLPSKD128F933B0CB,1352542.0,2
3217,Tell It Like It Is,Graham Coxon,TRKBZEL128F146CA12,1403641.0,31
3218,Love Hurts,Gram Parsons,TRRLTYE128F9307EA1,1270184.0,8
3219,Sorry,Guns N' Roses,TRHJQNR128F92F5E81,308636.0,90
3220,Sally Go Round The Roses,Holly Golightly,TRZIQRR12903CF3093,1635990.0,56
3221,Kiss Kiss,Holly Valance,TRPAWTH128E079596B,1084046.0,29
3222,Each Coming Night,Iron & Wine,TRBTIFY12903CAB63C,133025.0,16
3223,House By The Sea,Iron & Wine,TRYYDLF128F423BB17,2141105.0,29
3224,The Trapeze Swinger,Iron & Wine,TRAHVXE128F9339BAD,137573.0,12
3225,Love Vigilantes,Iron & Wine,TRZBHTT128F9339BA1,363817.0,4
3226,Virtual Insanity,Jamiroquai,TRZGKFM128F425AE73,52589.0,9
3227,Use The Force,Jamiroquai,TROHHHE12903CBB255,1046163.0,89
3228,Alright,Jamiroquai,TRIHBFR128F42BC8C6,1784746.0,102
3229,A Public Affair,Jessica Simpson,TRUWJES128F92C1D04,205216.0,68
3230,Push Your Tush,Jessica Simpson,TRCOGKV128F42BC237,205226.0,15
3231,I Don't Want To Care,Jessica Simpson,TRGTZBU128F42BC23D,205230.0,4
3232,I Can See Clearly Now,Johnny Nash,TRUKZDP128F42739E9,280047.0,18
3233,Industry,Jon McLaughlin,TRZJRBR128F42724AA,1367860.0,31
3234,Modern Way,Kaiser Chiefs,TRURAJQ128F1454932,1222107.0,95
3235,You Can Have It All,Kaiser Chiefs,TRHVWMX128F9301FCD,1283299.0,15
3236,Oh My God,Kaiser Chiefs,TRMIQHN128E0786025,364071.0,68
3237,Born To Be A Dancer,Kaiser Chiefs,TRGSBZC128E07860FA,1043523.0,20
3238,I Started A Joke,Kathryn Williams,TRHVZNE128E0785CC3,1584789.0,7
3239,Crawling Up A Hill,Katie Melua,TRTENWK128F933AE26,865316.0,68
3240,Taper Jean Girl,Kings Of Leon,TRROAAF128F4299452,355471.0,6
3241,Soft,Kings Of Leon,TRSDPST128F930EC61,215828.0,28
3242,Day Old Blues,Kings Of Leon,TRALQZK128F429802D,421616.0,2
3243,Harder,Kosheen,TRFAQNW128F4293ED1,1041757.0,89
3244,I Want It All,Kosheen,TROERMK128F4293EDD,922729.0,9
3245,Wish,Kosheen,TRFGDZK128F42913F0,1622637.0,27
3246,Stranger In A Strange Land,Leon Russell,TRSDNCP128F92FAACA,1319253.0,90
3247,Bleeding Love,Leona Lewis,TRDHBPQ128F425EA1E,154911.0,31
3248,Better In Time,Leona Lewis,TRBQSQG12903CBD7D3,154924.0,6
3249,Happy,Leona Lewis,TRSRCZC128F9314C2F,1162959.0,26
3250,I'm Leavin',Lisa Stansfield,TRSIRPX128F42955D9,1679845.0,18
3251,Suzanne,Lisa Stansfield,TROCQKT128F428D23A,1025158.0,20
3252,Josephine,Mando Diao,TRGJMEM128EF3460C4,1351496.0,31
3253,Morning Paper Dirt,Mando Diao,TRGBHNL128EF3460C6,918685.0,4
3254,Song For Aberdeen,Mando Diao,TRRDRZX12903CE8523,1288321.0,6
3255,Ochrasy,Mando Diao,TRYWMUB128EF3460C9,1610082.0,11
3256,Cannibals,Mark Knopfler,TRCVAWZ128F1463650,129852.0,31
3257,Are We In Trouble Now,Mark Knopfler,TRBLVQO128F1463656,129858.0,29
3258,Day For Night,Matthew Sweet,TRSWWXE128F930915E,1221174.0,11
3259,Nothing Lasts,Matthew Sweet,TRHQCNU128F9309166,977844.0,43
3260,Watched You Fall,Meredith Brooks,TRKDPOT128F4260728,861908.0,31
3261,The Living Years,Mike & The Mechanics,TRCPZXW128F1469774,347235.0,77
3262,Magdalene,Moonspell,TRHLMDF12903CF8D50,965418.0,16
3263,Mute,Moonspell,TRRSECQ12903CF8927,1675100.0,20
3264,The Hanged Man,Moonspell,TRBIJMU12903CF892B,1380490.0,86
3265,In The Summertime,Mungo Jerry,TRUHHPK12903CBA84F,154853.0,6
3266,Purple Prose,Mystery Jets,TRBDMXS128F146D28A,1576467.0,102
3267,Horse Drawn Cart,Mystery Jets,TRHEGRD128F146D28E,1557226.0,6
3268,In God's Hands,Nelly Furtado,TROEGNO128F92F4B79,1024859.0,2
3269,Manchild,Neneh Cherry,TRAINYD128F426286C,1003039.0,11
3270,Move With Me,Neneh Cherry,TRDHJRQ128F429DF36,873435.0,26
3271,Somedays,Neneh Cherry,TROANTX128F429DF49,1405737.0,64
3272,The Him,New Order,TRLNDCF128F92EF799,1243825.0,64
3273,Love Vigilantes,New Order,TRHONCM128F92EF7C9,1221088.0,28
3274,Hazey Jane I,Nick Drake,TRHPAGK128F148EF4B,1786433.0,63
3275,Poor Boy,Nick Drake,TRNPTEJ128F148EF4E,1786434.0,12
3276,Northern Sky,Nick Drake,TRZQWPI12903CE6C5F,454625.0,2
3277,Pink Moon,Nick Drake,TRBDTIH128C7196C2C,183060.0,3
3278,Which Will,Nick Drake,TRFICFO128C7196C30,259129.0,3
3279,Suzanne,Nina Simone,TRBLXAV128F92C2AD9,1072397.0,15
3280,Here Comes The Sun,Nina Simone,TRREZEA128F42967BE,1542394.0,7
3281,Mr. Bojangles,Nina Simone,TRUZLIA128F4265541,1279836.0,5
3282,Stuck,Norah Jones,TRSJETD12903D0F10A,1669589.0,77
3283,December,Norah Jones,TRORBTM128F93368FB,1687674.0,28
3284,Spirit In The Sky,Norman Greenbaum,TRAPEMH128F934B6BF,131403.0,15
3285,The Bird And The Worm,Owl City,TRBXSRW128F931BAE6,423189.0,4
3286,Umbrella Beach,Owl City,TRFIARH12903CE1D8F,423197.0,12
3287,The Tip Of The Iceberg,Owl City,TRLNFKN128F931BAF2,423202.0,95
3288,The Roof Is Leaking,Phil Collins,TRKNKON128F147FC90,393718.0,7
3289,A Whiter Shade Of Pale,Procol Harum,TRRFDDD128F92D3FF0,124745.0,68
3290,Fall On Me,R.E.M.,TRDRZRI128E07823FF,394418.0,4
3291,I'm Housin',Rage Against The Machine,TRWLNYQ128F4265DD4,39709.0,68
3292,Human Touch,Rick Springfield,TRJLOEW128F92E32B7,1657022.0,73
3293,Riptide,Robert Palmer,TRTZBRA128F92E2368,956578.0,4
3294,Grey Gardens,Rufus Wainwright,TRROHKM128E0791E6B,590063.0,29
3295,In A Graveyard,Rufus Wainwright,TRFMWVJ128E0791E70,1260027.0,31
3296,Hallelujah,Rufus Wainwright,TRZVKHU128F930032C,340010.0,68
3297,The Other Side,Scissor Sisters,TRUDFJS128EF349B2A,1714057.0,27
3298,No Fate,Scooter,TRQIMIQ128F14996AC,1426561.0,2
3299,Darktown,Shadow Gallery,TRESKGH128F428A3DF,1253463.0,3
3300,"Don't Ever Cry, Just Remember",Shadow Gallery,TRTAFPT128F428A41D,1459531.0,86
3301,Get The Party Started,Shirley Bassey,TRGJHIY128F429DA93,1312823.0,28
3302,Very Loud,Shout Out Louds,TRCNZPD128F4280CC7,1536300.0,64
3303,Please Please Please,Shout Out Louds,TRZPGOA128F146C74E,1019087.0,43
3304,Happy House,Siouxsie And The Banshees,TREHAYJ128F9312A8B,1893669.0,6
3305,Rutti,Slowdive,TRKMHMY128F92E95EF,1540675.0,20
3306,Visions Of La,Slowdive,TRKEGDR128F92E9605,1433571.0,11
3307,Blue Skied An' Clear,Slowdive,TRTKOMW128F92E9607,1201065.0,68
3308,All Of Us,Slowdive,TRVBQXN128F92E9609,1148162.0,11
3309,Welcome 1,Slut,TRZALQI128F4229536,1302322.0,77
3310,Bedsitter,Soft Cell,TRSOLJB128F42BB30F,1649644.0,11
3311,Torch,Soft Cell,TRJHBJF128E078F032,1765155.0,15
3312,Janine,Soul Coughing,TRTPIAC12903CC4958,1311833.0,15
3313,Soft Serve,Soul Coughing,TRSZCKH12903CC4B58,433142.0,73
3314,The Straight And The Narrow,Spiritualized,TRXMRDX128F425A603,569319.0,95
3315,I Didn't Mean To Hurt You,Spiritualized,TRZPYFD128F425A604,492265.0,8
3316,Anything More,Spiritualized,TRJWUKS128F4292498,1444394.0,3
3317,Make Me Smile (Come Up And See Me),Steve Harley & Cockney Rebel,TRNXTIC128EF345FCA,818997.0,56
3318,Fragile Happiness,Super Furry Animals,TRZKEYG128F427AB16,820541.0,89
3319,Break Your Heart,Taio Cruz,TRTHNQE12903CE413B,113544.0,29
3320,Queen Bee,Taj Mahal,TRKRUHD128F42AD3B1,1135839.0,24
3321,Could It Be Magic,Take That,TRIZHSW128F425A1EC,1654699.0,18
3322,Relight My Fire,Take That,TRIURBO128F425A1F3,1765615.0,8
3323,The Boys Of Summer,The Ataris,TRWQKYO128F427ED6B,832025.0,20
3324,Gone,The Beta Band,TRWSINP128E0784AF5,2167017.0,20
3325,He Was A Friend Of Mine,The Byrds,TRWJQIZ12903CE9E46,1124948.0,27
3326,Goin' Back,The Byrds,TRWWLZJ128F426A946,932248.0,68
3327,Into My Arms,The Cooper Temple Clause,TRQVYQI128F930BA52,1745786.0,2
3328,Blind Pilots,The Cooper Temple Clause,TRICWJM128F429297D,1753847.0,27
3329,Music Box,The Cooper Temple Clause,TRRAVPD128F4296379,1283105.0,15
3330,Written Apology,The Cooper Temple Clause,TRRIYOI128F930BA5A,1073017.0,26
3331,You Were Always The One,The Cribs,TRUWCTI128F9323A24,966737.0,4
3332,Another Number,The Cribs,TRSPFEZ128F9323A44,1676819.0,63
3333,We Share The Same Skies,The Cribs,TRSRCQL128F930927A,1060005.0,89
3334,The Hazards Of Love 4 (The Drowned),The Decemberists,TRWIFBN128F9308699,185190.0,4
3335,Passion,The Flirts,TRXUTVQ128F92F2F15,1464682.0,64
3336,Centerfold,The J. Geils Band,TRHXZSY128F4233B86,272092.0,16
3337,Away From The Numbers,The Jam,TRHGJRZ128E078EEB0,1522099.0,8
3338,Marble House,The Knife,TRNIMUB128F42A7B1D,202977.0,28
3339,Seaside,The Kooks,TROTHME128F14AE257,430421.0,3
3340,Sofa Song,The Kooks,TRDTWRO128F427B6B0,430424.0,90
3341,Eddie's Gun,The Kooks,TRPEGMA128F42826CC,414610.0,2
3342,She Moves In Her Own Way,The Kooks,TRHMSOG128F145A184,263120.0,102
3343,Bring On The Night,The Police,TRNEULB128F14920CB,344294.0,24
3344,Hotride,The Prodigy,TRRAHLP128F92E6EC0,936076.0,90
3345,Issues,The Saturdays,TROYHGD128F93096A0,1715031.0,28
3346,We Cry,The Script,TRRYSSS128F92DF5AD,152414.0,8
3347,Before The Worst,The Script,TRZGHZD128F92E5B24,152420.0,20
3348,Golden Brown,The Stranglers,TRFFVRJ128E07824CA,491708.0,90
3349,Down River,The Temper Trap,TRJREQL128F92EF09A,207149.0,29
3350,Soldier On,The Temper Trap,TRCXHZZ128F92EF09E,425942.0,31
3351,Fader,The Temper Trap,TRRGPFD12903CC83E2,390948.0,102
3352,My Girl,The Temptations,TRHTRKM128E0792004,90814.0,2
3353,Behind Blue Eyes,The Who,TREJYCL128E078EF73,73119.0,6
3354,Backfire At The Disco,The Wombats,TRRDSOX128EF357F1D,1003445.0,18
3355,Scared,Tiago Iorc,TRHPRRH12903CB619F,1054085.0,90
3356,Gaia,Tiamat,TRKJNQI12903CEB5F4,1331263.0,73
3357,The Ar,Tiamat,TRAJEQC12903CEBFAF,936174.0,16
3358,Visionaire,Tiamat,TRGTDPT12903CEB5F5,1202668.0,3
3359,Mickey,Toni Basil,TRWUJSG128F93331F0,374662.0,24
3360,Burning Skies,Tones On Tail,TRBBAHD128F428E0FE,1483598.0,68
3361,Un-Break My Heart,Toni Braxton,TRNLUFE128F42A2433,306198.0,102
3362,Here Before,Vashti Bunyan,TRRZONP128F42B97F1,861786.0,64
3363,If I Were,Vashti Bunyan,TRLUIHV128F42B980D,971288.0,12
3364,Keep Fishin',Weezer,TRIUCIF128F148D13F,1751284.0,102
3365,Death And Destruction,Weezer,TRCJLKT128F424DA1C,870565.0,95
3366,Burndt Jamb,Weezer,TRNNQCA128F424DA1F,888729.0,5
3367,Funny How Time Slips Away,Willie Nelson,TRGHNTF128F4274826,428248.0,56
3368,Shadows And Regrets,Yellowcard,TRHBPXU128F4255D9F,435200.0,6
3369,Dear Bobbie,Yellowcard,TRHUVAN128F42996FB,435211.0,5
3370,Brother,Alice In Chains,TRTKABD128F92F76DF,391284.0,56
3371,Got Me Wrong,Alice In Chains,TRPVDLS128F92F76E6,391287.0,9
3372,Am I Inside,Alice In Chains,TRDXGAV128F42B0DBE,391295.0,18
3373,Lullabies,All Time Low,TRFIIDH12903CAF5F8,4529768.0,18
3374,Break Out! Break Out!,All Time Low,TRCOXEA12903CAF5E6,4529779.0,20
3375,Nobody,Amy Studt,TRGHXMI128E0784698,837679.0,68
3376,From The Heart,Another Level,TRGQFMD12903CA8185,1029247.0,27
3377,Get Down,Audio Adrenaline,TRUEORF128F4247FE5,1244737.0,15
3378,Easy Love,Badly Drawn Boy,TRXUVBM12903D0A629,871816.0,3
3379,This Is That New Song,Badly Drawn Boy,TRQESQE12903D0A62E,1073291.0,95
3380,Four Leaf Clover,Badly Drawn Boy,TRJRCGG12903D0A63A,998989.0,89
3381,What's Coming Over You,Beatsteaks,TRUZSNU128F4235052,1658050.0,7
3382,Jane Became Insane,Beatsteaks,TRCGAFV128F4232398,172858.0,102
3383,Cut Off The Top,Beatsteaks,TRBALRG128F423239C,172862.0,73
3384,Mess,Ben Folds Five,TRNWRTO128F426229F,1712821.0,4
3385,Magic,Ben Folds Five,TRWGIOP128F4264CF9,1069777.0,18
3386,Greetings To The New Brunette,Billy Bragg,TRIYZHY128F428B1E9,483708.0,3
3387,Moving The Goalposts,Billy Bragg,TRMECEU128F4288494,1695653.0,16
3388,The World,Brad Paisley,TRTPPUN128F42AE37D,198278.0,90
3389,Letter To Me,Brad Paisley,TRJYUAF128F92C2173,198344.0,24
3390,Downbound Train,Bruce Springsteen,TRJCHCD12903CF7BB5,392084.0,24
3391,Brilliant Disguise,Bruce Springsteen,TREDKRK128F92ECAA5,391480.0,6
3392,Across The Border,Bruce Springsteen,TRIRDZM128F426AE26,391860.0,8
3393,Friend Is A Four Letter Word,Cake,TRCLYKE128F428D2FD,465886.0,4
3394,So Small,Carrie Underwood,TRHQVQZ12903CA528E,189947.0,68
3395,Just A Dream,Carrie Underwood,TREXDTF12903CA528F,189950.0,16
3396,I Told You So,Carrie Underwood,TRKODVF12903CA5295,190007.0,28
3397,Wheel Of The World,Carrie Underwood,TRPWESA12903CA5298,190012.0,4
3398,Forever,Chris Brown,TRTWXVO128F42A0ED4,55381.0,4
3399,When I'm Down,Chris Cornell,TRPSICI128E0792403,430254.0,9
3400,Thank You,Chris Cornell,TRUGZHX128F427200E,430585.0,89
3401,Since I've Been Loving You,Corinne Bailey Rae,TRABLRZ128F146BDC1,892623.0,4
3402,Eddie You Should Know Better,Curtis Mayfield,TRVWDMZ128F423BE66,1629334.0,95
3403,I Wonder Why,Curtis Stigers,TRMOAOJ128F92DF888,986728.0,102
3404,Screaming Infidelities,Dashboard Confessional,TRZEUSA128F148AE3E,547858.0,31
3405,Again I Go Unnoticed,Dashboard Confessional,TRVOTRF128F148AE44,547880.0,11
3406,The Places You Have Come To Fear The Most,Dashboard Confessional,TRDFHQU128F148AE45,639042.0,54
3407,Fallen,Delerium,TRTQZWW12903D06093,1585715.0,6
3408,Get Back,Demi Lovato,TRVUFYR128F9335289,184024.0,43
3409,Karma Police,Easy Star All-Stars,TRCFNHG128F428EE12,1832379.0,54
3410,No Surprises,Easy Star All-Stars,TRCGVWH128F428EE16,789387.0,27
3411,Can't Make A Sound,Elliott Smith,TRZEZPW128E0791E63,657864.0,20
3412,Angel In The Snow,Elliott Smith,TRBYWUO12903CAA9A9,504398.0,68
3413,Gray Sublime Archon,Eluveitie,TRRMXZC128F92DD0B9,1072844.0,9
3414,Crocodile Rock,Elton John,TRDLICY12903CB23CC,66599.0,11
3415,Hold Me Tight,Evan Rachel Wood,TRCKIVY128F42969E5,1606343.0,9
3416,It Won't Be Long,Evan Rachel Wood,TROZIBD128F42524AF,1680740.0,15
3417,If I Fell,Evan Rachel Wood,TRYLBKN128F42969F2,1702306.0,3
3418,Everybody's Fool,Evanescence,TRUFYEG12903CCC653,186400.0,4
3419,Buck Rogers,Feeder,TRLLSRB128F14520BA,928325.0,9
3420,Seven Days In The Sun,Feeder,TRWPEMR128F14520BC,1579841.0,8
3421,Short Stories With Tragic Endings,From Autumn To Ashes,TRHHNQB128F4248478,1432491.0,24
3422,It's Good To Be In Love,Frou Frou,TRHPZYY128F4287486,1352372.0,15
3423,Mama,Genesis,TRXQGTZ128F1481E3A,376457.0,26
3424,Pecan Pie,Golden Smog,TRAGXOK128F92CD3CA,112595.0,95
3425,Lovely Head,Goldfrapp,TRRBSQM128E0784ACB,574794.0,86
